comment,rating,thumbsUpCount,at
Sangat membantu. Pertahankan pelayanannya.,5,0,2021-10-20 06:08:23
"Parah. Bonus poin nya ga bs digunain, pdhl sering bngt beli tiket nonton disini buat kumpulin poin, sia2 beli disini,mending beli lngsng di Apl XXI atau CGV nya lngsng, lbh bnyk promo n lbh murah jg biaya adminya.. siap2 hapus/uninstal aja ni aplikasi..",1,5,2021-10-15 00:02:22
Udah beli tiket untuk film anak2...tapi anak2 gak bs masuk nonton... mending gak usah ditayangin filmnya min... 😪,1,29,2021-10-14 07:57:25
"Keren, dapat poin dan poster bereview yang bisa di share ke sosmed",5,0,2021-10-13 03:20:26
"Saya sangat suka,karna semuanya jadi terasa mudah keren luarbiasa",5,0,2021-10-12 08:36:16
"Sangat mempermudah dalam melakukan transaksi pembelian tiket bioskop di tempat yang telah di tentukan, tanpa melalui kontak fisik, dan terasa sangat aman untuk mengindari dan membantu pemerintah dalam penyebaran virus covid sembilan belas (covid-19) tentunya 👍 semoga pandemi segera berakhir 🤲🏻",5,129,2021-10-11 09:45:21
"Aplikasi tidak bisa dibuka di Realme GT ME. Padahal seminggu yang lalu bisa dibuka normal. Kalau bisa UI nya aplikasi ini mendukung black theme dong agar lebih nyaman dibaca karena dark mode. Opsi pembayaran bisa diperbanyak mungkin ? Agar lebih memungkinkan tetap beli kalau DANA sedang error. Tolong diperbaiki yaa developer terbaik, terima kasih sebelumnya",2,151,2021-10-10 12:32:18
Suka dg aplikasi TIX ID krn lbh mudah dlm pemesanan tiket bioskop tidak perlu antri,5,1,2021-10-09 00:50:13
Tolong lebih banyak lagi cara pembayaran. Jadi lebih bervariasi seperti kartu kredit.,5,3,2021-10-09 00:05:38
"Bagus dan membantu dalam pembelian dan pemilihan tempat duduk, tapi sayang untuk pembayaran nya kurang bervariasi. Akan lebih baik jika di tambah dompet digital lain seperti Ovo, Linkaja, dan lainnya. Itu aja sih",4,19,2021-10-02 07:34:36
Mantap...skrg beli tiket lebih gampang dari rumah n tdk perlu antri lagi,5,0,2021-10-01 23:24:27
Belum nyoba sih. Tapi semoga dah bener aplikasinya.. thanks ya developer,5,12,2021-10-01 04:44:30
untuk pengembalian dananya kapan ya min mau masuk bioskop gabisa karna blm vaksin,4,0,2021-09-30 07:15:59
Saya tidak bisa melakukan pembelian tiket Karna kode otp y di kirim ke no akun saya yg sdh terblokir Mohon bantuan nya untuk bisa pergantian no telp atau pengembalian dana saya yg ada di tix id,4,0,2021-09-28 06:37:53
Saya fikir ini Tix ID harus pikirkan cara bayar selain menggunakan dompet dana kalau masih mau dipakai jangan ngandalin dana sejak aplikasi Dana tidak profesional dalam menindaklanjuti masalah transfer uang saya nggak mau pake lagi. Jadi intinya kalau mau beli tiket bioskop yah pake aplikasi mtix atau cgv atau yang lainnya terutama yang nggak andalin dana,2,21,2021-09-24 09:33:37
Ini harus pake dana kalo ga krtu. Next Adain dong transaksi lewat semua e-wallet. Biar lebih mudah proses pembayarannya,2,10,2021-09-21 04:05:25
Sudah lama menggunakan aplikasi tix id dan tidak mengecewakan. Terima kasih Tix ID ❤️,5,0,2021-09-21 02:02:50
Parah ada peraturan nnton hrus vaksin 2x tp kecil bgt heran pelit bgt kasih tulisan gede malah utamain promo drpda S&K kecewa bgt sm Tix id. Pdhal pengguna lama tp ternyata mrka lbih utamakan promo drpda kenyamanan pengguna 👎👎👎,1,1,2021-09-20 11:35:50
"Bagus, kalau bisa pembauarannya ditambah metode lain",5,0,2021-09-20 01:11:57
"Sebaiknya untuk info yang penting, itu ditaruh ditempat yang mudah dilihat orang Bukan ""DISEMBUNYIKAN""",1,1,2021-09-19 08:02:34
"Admin tix id, sy mau tanya pengembalian dana sy? Hari ini sy mau nonton, karena suami sy blm vaksin ke 2 jd ga bisa masuk. Pihak bioskop mengajukan refund, sy menggunakan kartu kredit, itu gmana pengembalian nya ya? Mohon di respon, karena sy sudah mengirimkan email.",5,83,2021-09-17 12:54:21
"Min tolong dong, di aplikasi tix id saya masih ada Saldo 46.000, itu kalau mau di tarik gimana ya? Katanya aplikasi DANA ny harus premium, tapi punya saua udha premium kok tetep gabisa di tarik ya saldonya?",3,44,2021-08-03 04:07:06
"Mohon untuk update film nya diperbaiki, yg seharus nya sudah tayang kenapa masih status upcoming, tolong diperbaiki 🙏",4,0,2021-07-09 10:52:04
"Sangat puas, mudah, dan sangat membantu.",5,0,2021-06-29 04:27:55
Aplikasinya bagus cuma metode pembayaran online nya harus di tambah..,4,0,2021-06-27 04:57:13
"Memudahkan dalam transaksi digital hiburan, yang di dalamnya selalu ada promo menarik",5,0,2021-06-25 08:57:48
Aplikasi yang sangat membantu. Dikala pengen cepet beli tiket biar gak keduluan tapi mager ke bioskop duluan.,5,0,2021-06-25 02:50:44
Mau bertanya min kok tix saya gabisa pesen tiket ya pas pilih jam gabisa di pencet padahal besok mau nonton :( ini gimana solusinya min,4,0,2021-06-23 12:14:22
Aplikasi bekerja dengan baik dan sangat membantu,5,0,2021-06-22 01:45:34
Sangat membantu sklai...smga bnyk promo yaa jd bs semangat utk beli di sini,5,0,2021-06-22 01:04:47
"Mantap, sering2 aja ngasih diskon harga tiket yaa 😃",5,0,2021-06-20 04:09:40
Suka banget sama aplikasi ini karena sangat membantu dan memudahkan sy dan tidak perlu repot2 dtng ke gedung bioskop utk membeli tiket cukup lewat online utk membeli tiket nonton,5,0,2021-06-19 10:15:47
"Harga nonton masih mahal/tinggi di hari weekend tidak sesuai dengan suasana seperti ini, mendingan nonton you tube dirumahaja apalagi covid19 masih blm berlalu dari kota Jakarta..apalagi promo diskon tidak ada malas dulu nonton sekarang kalau hrg sesuai baru coba ..saran harga turunkan di hari weekend...no rekomendasi",1,1,2021-06-19 05:03:12
Cepat dan Mudah. Proviciat.,5,0,2021-06-18 06:48:20
"Sangat berguna , mengurangi antrian apalagi di masa pandemi ini.",5,0,2021-06-18 05:35:37
"Alhamdulillah sangat membantu saya mencari pilihan film, mudah dan akurat,,terima kasih",5,0,2021-06-17 11:42:27
"admin tolong dengan sangaaaatttttt. saya suka aplikasi ini, tapi tolong. untuk kerja sama dengan media pembayaran lain. serius, DANA cuma bikin ribet, dan super duper slowresp dari pihak DANA, masih banyak kok media pembayaran lain yang lebih baik dan lebih pantas diajak kerjasama. daripada berpengaruh ke TIX ID juga",3,90,2021-06-16 11:27:40
Mempermudah dalam pembelian tiket diwaktu panjangnya antrian. apa lagi disaat covid seperti ini. Ow no....enak pakai tix saja l.,5,0,2021-06-16 05:28:13
"Saran saya cuma satu, tambahin metode pembayarannya, misal bayar di minimarket dsb, biar makin fleksibel, semoga didengar.",4,0,2021-06-15 16:00:41
"Pesen tiket bioskop lebih mudah,gak perlu ngantri 🤭",4,0,2021-06-15 08:18:55
"Barang kali kertas tiketnya bisa disamakan dengan yang beli langsung di bioskop. Saya suka ngoleksi tiket soalnya, kalau hanya kertas begitu mudah rusak dan hilang. Segitu saja masukannya. So far so good nih Appnya, Love it! Apalagi film yg hype banget, sangat membantu untuk rebutan kursi haha, tetep berkembang ya TIX ID! note : banykain promo dong heheh",4,114,2021-06-15 05:53:58
Aplikasi nya bagus dan mudah untuk memesan nya top markotop,5,0,2021-06-14 01:07:16
Aplikasi yg sangat memudahkan pemakainya utk memesan tiket secara online.,5,0,2021-06-13 13:25:41
"Saya minta kode OTP 20x lebih selama 4 jam delay terus,, masa iya kode otp baru dpt 20-60 mnt,, haduh gimana ini gak bisa daftar,, gagal nonton,, #Masalah sudah selesai dibantu tim, thx#",5,0,2021-06-13 10:37:44
sangat bagus dan mudah memesan tiket.,5,0,2021-06-13 04:48:46
Sangat membantu.. dan bisa booking via aplikasi,5,0,2021-06-13 03:27:50
"Puas sekali dengan aplikasi TIX ID, membantu dan mempermudah saat memesan tiket bioskop, tidak perlu antri lagi.",5,0,2021-06-12 07:52:55
"Aplikasi keren,bisa mudah buat pesan tiket nonton,dan pembyran pun mudah ,dengan aplikasi DANA.",5,0,2021-06-12 02:32:52
"Aplikasi nggk jelas udah lola, sering ngbug lgi,, masak di aplikasi Cenema 21 sama aplikasi ini beda",1,0,2021-06-12 01:14:25
"Keren 👍 aplikasinya, semoga terus ditingkatkan..",5,0,2021-06-11 12:07:07
Aplikasi ok top up bisa sesuai kebutuhan jadi buat yg mau lihat film bisa tau estimasi budget nya,5,0,2021-06-10 13:32:43
"App yg mudah dipakai,cepat and anti ribet pokoknya",5,0,2021-06-09 10:25:17
"Bagus, dan mohon kedepannya agar dapat memberikan promo tiket bioskop lagi seperti buy 1 get 1 atau pun potongan harga, terima kasih",4,1,2021-06-09 05:12:59
Sangat simple dan mudah beli tiket tanpa ribet,5,0,2021-06-09 04:03:44
Mohon kedepannya ditambah lagi dimpet digital misal linkaja dan ovo. Klo dana saja bikin ribet rus install dana apalagi topup nya dibatasi. Terima kasih,3,0,2021-06-09 00:59:12
"Jadi lebih mudah kalau mau beli tiket pake aplikasi TIX , jadi ga perlu buru2 ke mall",5,0,2021-06-07 17:54:10
Mau tanya min Kok di TIX ID semua harinya ngga bisa di pencet ya ? Disini pilihannya maksimal dua hari Misalnya : senin - selasa Kenapa ngga sekalian aja gt sampe minggu juga ? Makasih admin,4,45,2021-06-07 09:41:23
"Aplikasinya mudah digunakan, dan sangat membantu dalam pemesanan tiket. nonton bioskop di XXI jadi gampang.",5,0,2021-06-05 10:06:58
"gada 30 detik nihh, langsung bisa pesen tiket dan bebas pilih kursi",5,0,2021-06-05 09:30:26
Wow...P1 kali gunakan aplikasi TIX ternyata lbh seru alias semua bioskop ada eeuyy...kerenn ! Semakin Lbh baik lg & Pertahankan yaah ...😊👍🏻🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,0,2021-06-05 06:20:20
"mantap,gampang dan bisa milih tempat duduk juga ez",5,0,2021-06-05 02:33:08
Mempermudah untuk pemesanan tiket..tanpa takut tidak kebagian tiket..mgkn saran diadakan bonus potongan,5,0,2021-06-04 08:18:51
Bagus. Cm utk admin.. Kalo utk pmbelian banyak.. Bagusny d potong atau diskon..,5,0,2021-06-04 06:02:35
Mudah dan cepat tidak perlu antri jika mau beli tiket nonton,5,0,2021-06-04 02:02:26
"Terbaik, mempermudahkan pemesanan tiket dari jarak jauh",5,0,2021-06-03 08:31:54
Beli tiket buat nonyon film jadi lebih simple dan praktis,5,0,2021-06-03 03:14:55
"Sangat membantu,,, ngga perlu ngantri beli tiket,,,👍",5,0,2021-06-02 09:28:05
"Sangat membantu didunia pembelian tiket nonton, tanpa perlu antri apalagi sampai takut kehabisan tiket♥",5,0,2021-06-02 09:26:04
Gak ada promo untuk pelanggan baru Pelit amat aplikasihnya,1,1,2021-05-31 07:59:56
"Pemesanan cepat dan mudah, tp klo bisa untuk pemesanan boleh lebih dari 10 ticket",5,0,2021-05-31 05:30:21
gak paham kok gak msuk2 mau beli tiket juga mesti masukin kode otp biasanya jg cmn msukin pin mending lngsung msuk kode otp nya ini gak masuk2,1,0,2021-05-29 13:55:02
bagi yg suka nonton tapi malas antri .. cocok banget deh pkai aplikasi ini,5,0,2021-05-29 05:46:15
"Aplikasi parah sudah bayar tiketnya terus,sudah berkurang saldonya,tapi gak ada kode bokingnya sampe habis waktu filmnya dan uwangku juga gak jelas ke mana,kalo gak mau nyesal jangan oaje aplimasi ini nyesel aku 🤐",1,10,2021-05-28 09:38:49
Setiap mau buka appsnya tulisannya coba lagi itu kenapa ya ?,3,0,2021-05-27 23:30:54
"Poin loyaltix ga bisa ditukar reward, karena reward tidak ada. padahal poin dah nyampe ratusan ribu. Gimana ini! Syukur2 poin bisa diuangkan, tp apa daya.",1,34,2021-05-27 02:02:25
Mudah di gunakan dan sgt membantu utk menemtukan jadwal nonton film,4,0,2021-05-27 01:21:45
Selalu update dan mudah penggunaannya,5,0,2021-05-26 05:30:05
"Mudah beli tiket di Cinema XXI, Cinepolis. Bayar tiket tinggal potong saldo DANA. Dapat poin lagi di Tix ID nya",5,2,2021-05-23 08:19:13
Sangat mudah dan membantu tdk perlu antri lagi di bioskop,5,1,2021-05-22 06:03:46
"Cocok buat kalian yang males antre dan pembayaran mudah, cukup pakai dana, datang ke bioskop langsung barcode deh",4,0,2021-05-21 09:22:42
"Proses Nya sangat cepat dan tepat,saya harap TIX ID bisa berkembang lebih baik lagi",5,1,2021-05-17 02:47:30
Aplikasinya sangat membantu. Pesan tiket nonton lebih mudah,5,0,2021-05-14 03:22:19
"Suka bgt sama aplikasinya. Bisa pilih berdasarkan jenis film dan bioskop. Pembayarannya jg cepat dan mudah, apalagi pas udah sampe bioskop, prosesnya gak sampai 5 detik, scan qr code dan tiket langsung keluar. Cocok bgt buat yg suka dateng telat dan males ngantri",5,259,2021-05-05 22:00:30
UI nya enak saat dilihat dan digunakan,5,0,2021-04-30 21:27:20
"Jika intrnet dan signal provider mendukung kerennn bgt buat nonton di bioskop tanpa antri tanpa ribet tiket pun dapat,ingat protokol kesehatan 3M #bebas#covid",5,2,2021-04-30 06:57:19
"paling best lah tix id. udah mencangkup semua teater, jadwal selalu update pula🌻",5,0,2021-04-24 01:30:42
Trimakasih tix id udh sangat ngebantu pembelian tiket jdi skr ga pake ribet lagi harus antri di bioskop,5,0,2021-04-23 01:49:20
"Sangat membantu, aplikasi nya mudah digunakan dan bisa pilih kursi sendiri. Penggunaan gampang dan gak ada kendala Paling suka pas 2019 banyak banget promo dan potongan. Baru hari ini coba nntn lagi setelah pandemi",5,140,2021-04-21 08:12:22
"Aplikasi yang keren, simple dan mudah",5,0,2021-04-16 18:25:29
"Klo bisa , bayar tu bisa di indo/alfamrt tu lebih enak, klo lewat dana topup nya tu harus 50 rebu,.sedangkn bayar 35/40 rebu,",5,8,2021-04-14 21:59:52
"Bagus banget, bermanfaat praktis",5,0,2021-04-11 06:17:02
"Sayangnya masih harus pake DANA, dua kali kerja,, kalo bisa ribet ngapain dibikin mudah",3,0,2021-04-11 04:44:08
Mantap.. aplikasi ini sangat membantu membeli tiket dengan cepat dan mudah.. cuma kadang bikin bingung juga gara2 setelah berhasil beli tiketnya tapi saat mencoba cek lagi untuk kursi yang sudah kita beli tadi.. kayak masih aktif dan bisa dipesan lagi 😅 bukannya seharusnya sudah tidak aktif ya kursi yang sudah berhasil kita beli dan bayar..,5,2,2021-04-10 16:53:05
loyaltix kok ga bsa ditukerin gara2 pandemi sedangkan kdaluarsa nya juga dibuat pas masa pandemi aneh bgt!,1,1,2021-04-10 05:56:08
"Untuk Verifikasi nom HP susah banget, sudah terdaftar mulu, padahal seharusnya kalo sudah terdaftar atau gak kirim veriksasi lewat SMS!!",3,4,2021-04-09 17:29:13
mantap mudah dan cepat.,5,0,2021-04-09 06:34:06
"Prosesnya cepet sekali, suka sih memudahkan kita pesen tiket bioskop apalagi kondisinya lagi pandemi begini ya jadi lebih praktis👍",5,8,2021-04-06 11:11:35
"Sangat membantu bagi saya yg mager antri tiket hahaha, praktis cepat tepat. Maju terus tix id!",5,0,2021-04-05 11:29:40
"Lumayan bagus dan mrmbantu ,Terus di tingkatkan kualitas nya",4,0,2021-04-05 05:21:22
Kok gabisa dibukak ya aplikasi nya? Saya sudah pasang copot pasang masih gabisa di bukak aplikasinya,1,3,2021-04-03 22:52:51
begitu dong skrg bisa book tiket via viritual m banking.. jdi ngk repot2 alias lebih praktis dan simple,5,0,2021-04-03 16:15:48
"Aplikasi sudah bagus, cocok untuk anak milenial yang gak mau antri, dan banyak diskon, saran: tambahin metode pembayaran nya",5,0,2021-04-03 15:06:57
"Kak permisi mau tanya, ini kenapa ya pas mau booking kursi malah gabisa di pencet ? Apakah sedang error ?",4,0,2021-04-03 14:11:02
"Saya sdh melakukan pembelian tiket, tapi dalam waktu 30 menit dan sampai sekarang tiketnya tidak ada? Ini aplikasi penipuan?",5,0,2021-04-03 07:16:10
Makin mudah sekarang kalo beli tiket bioskop cukup pakai dana tiket langsung terbeli... Terima Kasih TIX ID 😄😄😄,5,0,2021-04-03 06:21:22
Saran saya walau ada update apk tetap bisa digunakan walau belum update,3,0,2021-04-02 14:55:36
"Aplikasi sangat bagus, loading sangat lama, pas pembayaran ngga bisa masuk, recomended bgt deh. Hahahaha percuma ada diskon juga gabisa di pake aplikasinya",4,2,2021-04-02 11:24:22
Bagus sih tapi metode pembayaran nya harus ada yg minimarket dong kak,5,0,2021-04-02 08:55:55
"Smenjak pake apk ini, hidup gue trasa simple ngak ribet lagi mau nonton tinggal pilih aja jamnya, dan ngak perlu antri lagii..ciamik pokonya apk..",5,9,2021-04-01 17:26:45
"Kalo gak di update gak bisa dibuka, mending unistall aja kali ya",2,1,2021-04-01 11:47:30
Aplikasi eror tidak bisa dibuka padahal mau update tapi tidak bisa ter update tolong perbaiki padahal jaringan udah stabil tapi masih error,3,1,2021-04-01 01:27:05
Aplikasi ini sangat bagus. Memudahkan kita memesan tiket dari mana saja.,5,0,2021-03-31 12:59:05
"Hadehhh, dikit dikit update, dikit dikit update, padahal mah cuman transaksi tiket. Surat terbuka untuk tix.id: Tolong dong jangan update mulu, orang lama lama kesel, apa apa update, apa apa update",1,1,2021-03-31 05:58:34
sejauh ini sih apk nya ok ok aja cuman saya punya poin gabisa dipake pdhl poin saya lumayan banyak,3,0,2021-03-31 03:09:15
Terima kasih atas tanggapan yang cepat dan aplikasinya sudah lancar kembali,5,13,2021-03-31 02:46:34
"Lama bgtt ngga ke bioskop, sampe lupa sm password TIX ID 😅. Ijin uninstall dulu yaa, memori smartphone sudah menipis. FYI, skrg TIX ID makin keren yaak, bs nonton online 👍🏻",5,52,2021-03-30 18:22:35
"Aplikasi gak jelas, udah transaksi setengah jam barcode pembayaran gak keluar, saldo udah kepotong, kursi yg dipesan malah keduluan org yg bayar cash. Useless aplikasi",1,21,2021-03-30 10:08:34
Memudahkan banget buat pesan tiket nonton plus banyak promo menarik lagi,5,0,2021-03-30 06:28:35
Sangat membantu apalagi kalo ada promo makin mantep,5,0,2021-03-29 16:07:06
Mau ntn jadi lebih praktis Metode pembayaran juga lengkap Dikasih ⭐7,5,0,2021-03-25 09:40:25
Sangat membantu untuk secepatnya mendapat tiket tempat duduk n tidak perlu antri di loket 🥰🥰🥰🥰🥰🥰🥰🙏🙏🙏🙏🙏🙏🙏,5,0,2021-03-25 08:20:39
Membeli tiket menjadi mudah cuma ada biaya layanan tiga ribu rupiah per tiket aku pikir per transaksi tapi worth it lah karena dipermudah,5,1,2021-03-24 02:46:49
Aplikasih nya oke harga nya juga oke sama seperti harga biskopnya yang kurang cuman metode pembayaran nya ditambahin lagi dong metode pembayaran nya seperti GOPAYA DAN LINK AJA terimakasih.,5,1,2021-03-22 06:01:14
"kenapa saya order tiket presale selalu di REFUND , ? Padahal bangku masih kosong , tolong dong sistem nya di perbaiki... Thanks",3,8,2021-03-21 07:05:27
"Memudahkan untuk beli tiket untuk film, apalagi kalo film nya lagi trend, nah otomatis kalo kita beli di bioskop kadang keduluan untuk cari tempat duduk nya, nah kalo aplikasi ini kita bisa beli dari, nah di bioskop tinggal kita kasih deh bukti tf nya :) , mantap emang tix id",5,0,2021-03-20 10:06:40
"Bener2 kecewa, dana sudah terpotong dan transaksi sukses, tapi gak ada kode bokingnya, telpon call center udah berkali, gak ada tanggapan serius, benar2 mengecewakan.",5,2,2021-03-19 02:12:09
Aplikasi terbaik buat nonton 😊 bayar mudah dengan dana dan ga perlu antri. Buat kedepan nya mohon di tambah teater (kota cinema mall (KCM) jati asih bekasi,5,6,2021-03-16 13:02:26
